SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
NU9330SW,CA95,2/20/2001,2/27/2001,2/23/2001,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9661SW,CA95,2/27/2001,3/6/2001,3/2/2001,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333
NV4056SW,CA95,7/3/2001,7/10/2001,7/6/2001,-0.27,-0.27,-0.27,-0.27,0.157,-1.169,-1.733,-0.915,0.198,-0.56,0.633,0.090333333
NV5956SW,CA95,8/28/2001,9/4/2001,8/31/2001,-1.01,0.11,-1.01,-0.636666667,0.306,-0.001,0.152,0.152333333,-0.651,0.281,-0.864,-0.411333333
NX3208SW,CA95,12/17/2002,12/24/2002,12/20/2002,-1.3,-1.3,-1.3,-1.3,0.629,0.737,0.296,0.554,-1.062,-0.734,-1.99,-1.262
NX5080SW,CA95,2/11/2003,2/18/2003,2/14/2003,-0.9,-0.9,-0.9,-0.9,0.284,0.698,0.518,0.5,0.643,-0.04,-0.392,0.070333333
NX5535SW,CA95,2/25/2003,3/4/2003,2/28/2003,-0.9,-0.91,-0.9,-0.903333333,0.603,-1.883,0.477,-0.267666667,-0.281,-0.516,-0.328,-0.375
NX6383SW,CA95,3/11/2003,3/18/2003,3/14/2003,-0.91,-0.91,-0.91,-0.91,-0.332,1.56,1.117,0.781666667,1.172,-0.192,-0.278,0.234
NX7098SW,CA95,4/8/2003,4/15/2003,4/11/2003,-0.48,-0.48,-0.48,-0.48,0.2,-0.222,0.677,0.218333333,1.115,0.693,-1.085,0.241
NY5397SW,CA95,11/12/2003,11/18/2003,11/15/2003,-0.32,-0.32,-0.32,-0.32,-0.31,-0.851,0.171,-0.33,1.301,1.479,-0.382,0.799333333
NY9147SW,CA95,2/17/2004,2/24/2004,2/20/2004,0.77,0.77,0.77,0.77,1.277,0.334,1.12,0.910333333,-1.466,-2.818,-2.137,-2.140333333
NZ0689SW,CA95,3/30/2004,4/6/2004,4/2/2004,-0.11,-1.91,-1.91,-1.31,1.517,1.331,1.583,1.477,-0.831,-1.465,0.153,-0.714333333
NZ3512SW,CA95,6/15/2004,6/22/2004,6/18/2004,-1.91,-1.91,-1.91,-1.91,-0.623,0.04,0.07,-0.171,1.319,-1.839,-0.35,-0.29
NZ6843SW,CA95,9/7/2004,9/14/2004,9/10/2004,-0.31,-0.31,-0.31,-0.31,0.062,0.899,1.71,0.890333333,0.155,1.625,1.252,1.010666667
NZ8818SW,CA95,11/2/2004,11/9/2004,11/5/2004,-1.06,-1.06,-1.06,-1.06,0.29,-0.084,-0.194,0.004,1.097,1.149,1.244,1.163333333
TA1151SW,CA95,12/28/2004,1/4/2005,12/31/2004,-0.94,0.2,-0.94,-0.56,-1.055,-0.76,-0.628,-0.814333333,2.69,4.45,3.133,3.424333333
TA1320SW,CA95,1/4/2005,1/11/2005,1/7/2005,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.447,-0.940666667,4.45,1.723,3.648,3.273666667
TA2182SW,CA95,1/25/2005,2/1/2005,1/28/2005,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.46,0.572666667,-3.819,-1.209,-2.185,-2.404333333
TA2644SW,CA95,2/8/2005,2/15/2005,2/11/2005,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.411,0.355333333,1.047,-1.463,1.306,0.296666667
TA2918SW,CA95,2/15/2005,2/22/2005,2/18/2005,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.361,0.408333333,-1.463,-2.517,-1.062,-1.680666667
TA3166SW,CA95,2/22/2005,3/1/2005,2/25/2005,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.227,0.429666667,-2.517,-2.726,-3.882,-3.041666667
TJ3908SW,CA99,11/1/2011,11/8/2011,11/4/2011,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06
TJ4382SW,CA99,11/15/2011,11/22/2011,11/18/2011,1.41,1.41,1.41,1.41,-1.167,-0.081,-1.167,-0.805,0.981,1.729,0.95,1.22
TJ6996SW,CA99,1/17/2012,1/24/2012,1/20/2012,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.339,-0.419333333,0.184,-1.775,0.261,-0.443333333
TJ7513SW,CA99,2/7/2012,2/14/2012,2/10/2012,0.22,0.22,0.22,0.22,0.947,0.896,1.577,1.14,-2.086,0.31,-0.933,-0.903
TJ7779SW,CA99,2/14/2012,2/21/2012,2/17/2012,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667
TJ8266SW,CA99,2/28/2012,3/6/2012,3/2/2012,0.22,0.2,0.2,0.206666667,-0.646,-1.194,-0.667,-0.835666667,1.91,3.045,1.146,2.033666667
TJ8786SW,CA99,3/13/2012,3/20/2012,3/16/2012,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333
TJ9013SW,CA99,3/20/2012,3/27/2012,3/23/2012,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078
TJ9230SW,CA99,3/27/2012,4/3/2012,3/30/2012,0.2,-0.65,0.2,-0.083333333,0.713,0.774,0.96,0.815666667,-0.323,-0.207,-0.234,-0.254666667
TJ9704SW,CA99,4/10/2012,4/17/2012,4/13/2012,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166
TK0333SW,CA99,4/24/2012,5/1/2012,4/27/2012,-0.65,-0.38,-0.65,-0.56,0.165,-1.548,-0.337,-0.573333333,-1.325,0.741,-0.679,-0.421
TK1631SW,CA99,5/29/2012,6/5/2012,6/1/2012,-0.38,-1.51,-1.51,-1.133333333,0.395,0.417,-0.149,0.221,-0.181,-1.911,-0.407,-0.833
TK4435SW,CA99,8/14/2012,8/21/2012,8/17/2012,-0.74,-0.74,-0.74,-0.74,0.64,0.963,-0.093,0.503333333,-1.13,0.469,-1.527,-0.729333333
TK6665SW,CA99,10/16/2012,10/23/2012,10/19/2012,0.17,0.17,0.17,0.17,0.285,-1.185,-0.507,-0.469,-1.281,-2.978,-0.595,-1.618
TK7536SW,CA99,11/13/2012,11/20/2012,11/16/2012,0.33,0.33,0.33,0.33,-0.753,-0.385,-0.759,-0.632333333,1.35,-0.241,1.042,0.717
TK8899SW,CA99,12/11/2012,12/18/2012,12/14/2012,-0.77,-0.77,-0.77,-0.77,-0.88,-1.069,-0.614,-0.854333333,-2.3,-1.716,-1.162,-1.726
TK8976SW,CA99,12/18/2012,12/24/2012,12/21/2012,-0.77,-0.77,-0.77,-0.77,-1.069,-0.073,-0.846,-0.662666667,-1.716,-1.724,-3.371,-2.270333333
TK9798SW,CA99,1/8/2013,1/15/2013,1/12/2013,-0.1,-0.1,-0.1,-0.1,0.284,0.019,-0.62,-0.105666667,0.657,-0.536,-1.867,-0.582
TL0353SW,CA99,1/22/2013,1/29/2013,1/25/2013,-0.1,-0.1,-0.1,-0.1,0.566,0.031,-0.119,0.159333333,-2.744,0.133,-0.226,-0.945666667
TL0909SW,CA99,2/5/2013,2/12/2013,2/8/2013,-0.47,-0.47,-0.47,-0.47,0.512,0.353,0.364,0.409666667,-0.421,-1.087,-0.712,-0.74
TL1410SW,CA99,2/19/2013,2/26/2013,2/22/2013,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.18,0.390666667,-2.62,-2.445,-2.046,-2.370333333
TL1676SW,CA99,2/26/2013,3/5/2013,3/1/2013,-0.47,1.06,1.06,0.55,0.932,0.291,1.398,0.873666667,-2.445,-3.802,-1.724,-2.657
TL1968SW,CA99,3/5/2013,3/12/2013,3/8/2013,1.06,1.06,1.06,1.06,0.291,-0.63,0.556,0.072333333,-3.802,-1.634,-3.3,-2.912
TL2439SW,CA99,3/12/2013,3/19/2013,3/15/2013,1.06,1.06,1.06,1.06,-0.63,-1.135,-0.011,-0.592,-1.634,-5.193,-1.434,-2.753666667
TL2513SW,CA99,3/19/2013,3/26/2013,3/22/2013,1.06,1.06,1.06,1.06,-1.135,0.395,0.029,-0.237,-5.193,-4.021,-5.24,-4.818
TL2797SW,CA99,3/26/2013,4/2/2013,3/29/2013,1.06,0.01,1.06,0.71,0.395,-0.246,0.027,0.058666667,-4.021,-2.445,-1.821,-2.762333333
TL3052SW,CA99,4/2/2013,4/9/2013,4/5/2013,0.01,0.01,0.01,0.01,-0.246,0.291,-0.305,-0.086666667,-2.445,-0.324,-3.257,-2.008666667
TL4093SW,CA99,5/1/2013,5/7/2013,5/4/2013,0.9,0.9,0.9,0.9,-0.29,0.678,1.339,0.575666667,-0.581,1.197,1.385,0.667
TL6025SW,CA99,6/18/2013,6/25/2013,6/21/2013,1.45,1.45,1.45,1.45,0.345,0.613,0.85,0.602666667,1.154,-0.131,0.051,0.358
TM1206SW,CA99,10/22/2013,10/29/2013,10/25/2013,-0.34,-0.34,-0.34,-0.34,0.482,0.18,0.424,0.362,-0.161,2.274,0.93,1.014333333
TM1656SW,CA99,11/19/2013,11/26/2013,11/22/2013,0.75,0.75,0.75,0.75,-0.966,-0.113,-0.152,-0.410333333,1.101,1.602,-1.167,0.512
TM2101SW,CA99,11/26/2013,12/3/2013,11/29/2013,0.75,-0.05,0.75,0.483333333,-0.113,-0.285,-0.558,-0.318666667,1.602,1.632,2.31,1.848
TM2394SW,CA99,12/3/2013,12/10/2013,12/6/2013,-0.05,-0.05,-0.05,-0.05,-0.285,-1.018,-0.902,-0.735,1.632,0.378,-0.137,0.624333333
TM4423SW,CA99,1/28/2014,2/4/2014,1/31/2014,1.19,-0.32,1.19,0.686666667,0.323,-1.06,-0.617,-0.451333333,-2.408,-0.148,0.341,-0.738333333
TM4603SW,CA99,2/4/2014,2/11/2014,2/7/2014,-0.32,-0.32,-0.32,-0.32,-1.06,-0.786,-0.724,-0.856666667,-0.148,1.283,0.542,0.559
TM4884SW,CA99,2/11/2014,2/18/2014,2/14/2014,-0.32,-0.32,-0.32,-0.32,-0.786,-0.098,-0.794,-0.559333333,1.283,-0.264,-0.924,0.031666667
TM5374SW,CA99,2/25/2014,3/4/2014,2/28/2014,-0.32,-1.7,-0.32,-0.78,0.507,-0.209,-0.396,-0.032666667,-0.784,-0.028,-1.746,-0.852666667
TM5683SW,CA99,3/4/2014,3/11/2014,3/7/2014,-1.7,-1.7,-1.7,-1.7,-0.209,0.486,0.722,0.333,-0.028,0.951,1.602,0.841666667
TM6529SW,CA99,3/25/2014,4/1/2014,3/29/2014,-1.7,0.81,-1.7,-0.863333333,-0.408,-0.594,-0.822,-0.608,1.025,-0.707,-0.339,-0.007
TM6747SW,CA99,4/1/2014,4/8/2014,4/4/2014,0.81,0.81,0.81,0.81,-0.594,0.416,-0.091,-0.089666667,-0.707,1.241,0.771,0.435
TM7574SW,CA99,4/22/2014,4/29/2014,4/26/2014,0.81,0.81,0.81,0.81,0.788,1.071,0.314,0.724333333,0.264,-1.369,-1.132,-0.745666667
TM8347SW,CA99,5/13/2014,5/20/2014,5/16/2014,0.72,0.72,0.72,0.72,-0.02,0.106,1.009,0.365,0.82,-0.165,2.002,0.885666667
TM8607SW,CA99,5/20/2014,5/27/2014,5/23/2014,0.72,0.72,0.72,0.72,0.106,-1.344,-1.121,-0.786333333,-0.165,-0.91,0.115,-0.32
TN0762SW,CA99,7/15/2014,7/22/2014,7/18/2014,-0.26,-0.26,-0.26,-0.26,-0.099,-1.083,0.169,-0.337666667,0.045,-0.012,-0.356,-0.107666667
TN3375SW,CA99,9/23/2014,9/30/2014,9/27/2014,-0.66,-0.66,-0.66,-0.66,0.394,-0.532,1.559,0.473666667,0.475,1.418,1.758,1.217
TN4440SW,CA99,10/21/2014,10/28/2014,10/24/2014,-0.86,-0.86,-0.86,-0.86,0.953,0.027,0.179,0.386333333,-0.3,0.202,0.182,0.028
TN4773SW,CA99,10/28/2014,11/4/2014,10/31/2014,-0.86,-0.96,-0.86,-0.893333333,0.027,0.106,0.531,0.221333333,0.202,1.015,-0.399,0.272666667
TN5272SW,CA99,11/12/2014,11/18/2014,11/15/2014,-0.96,-0.96,-0.96,-0.96,0.72,0.917,0.561,0.732666667,-2.61,-1.649,-1.595,-1.951333333
TN5403SW,CA99,11/18/2014,11/25/2014,11/21/2014,-0.96,-0.96,-0.96,-0.96,0.917,-0.278,0.79,0.476333333,-1.649,1.012,-0.952,-0.529666667
TN5727SW,CA99,11/25/2014,12/2/2014,11/28/2014,-0.96,-0.66,-0.96,-0.86,-0.278,-0.772,-0.603,-0.551,1.012,0.266,-1.298,-0.006666667
TN6026SW,CA99,12/2/2014,12/9/2014,12/5/2014,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.156,0.231,0.266,0.224,-0.683,-0.064333333
TN6343SW,CA99,12/9/2014,12/16/2014,12/12/2014,-0.66,-0.66,-0.66,-0.66,1.309,0.865,0.375,0.849666667,0.224,1.33,0.486,0.68
