SampleName,site,In,Out,middate,dxs,dD,unc,dO,unc,amount [mL],SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
NZ3684SW,OR97,38146.49167,38153.48472,38149.98819,8.648188667,-15.74539347,0.789515041,-3.049197767,0.309725685,184.1,-1.91,-1.91,-1.91,-1.91,-0.641,-0.623,-0.809,-0.691,0.795,1.319,0.294,0.802666667
NZ5610SW,OR97,38202.51458,38209.52639,38206.02049,3.6260458,-44.15254193,0.960683611,-5.972323467,0.345469246,187.6,-0.9,-0.9,-0.9,-0.9,-0.362,0.581,0.055,0.091333333,-1.051,-1.691,-1.392,-1.378
NZ6028SW,OR97,38216.54167,38223.4875,38220.01458,7.319566867,-50.72854167,1.10586482,-7.256013567,0.401677732,2135.7,-0.9,-0.9,-0.9,-0.9,2.021,1.468,2.244,1.911,-0.647,-0.297,-1.014,-0.652666667
NZ6416SW,OR97,38223.48819,38230.52431,38227.00625,5.3901534,-32.6667282,0.925916303,-4.7571102,0.343480713,491.3,-0.9,-0.9,-0.9,-0.9,1.468,-0.514,0.19,0.381333333,-0.297,0.122,0.491,0.105333333
NZ6593SW,OR97,38230.525,38237.49931,38234.01215,9.836417067,-47.495524,1.816631498,-7.166492633,0.539771248,423.8,-0.9,-0.31,-0.31,-0.506666667,-0.514,0.062,-1.073,-0.508333333,0.122,0.155,0.721,0.332666667
NZ7013SW,OR97,38237.5,38244.50625,38241.00313,8.014706067,-33.75929847,1.249518307,-5.221750567,0.289084763,487.9,-0.31,-0.31,-0.31,-0.31,0.062,0.899,1.674,0.878333333,0.155,1.625,1.592,1.124
NZ7194SW,OR97,38244.50694,38251.50556,38248.00625,14.52593287,-50.2455986,1.32803012,-8.096441433,0.325430484,2780.2,-0.31,-0.31,-0.31,-0.31,0.899,-0.708,0.586,0.259,1.625,0.197,1.068,0.963333333
NZ7993SW,OR97,38265.48472,38272.52778,38269.00625,8.753520667,-33.40529027,1.122898482,-5.269851367,0.309357398,1836.4,-0.42,-0.42,-0.42,-0.42,0.358,0.362,1.506,0.742,-0.265,-0.578,-0.768,-0.537
NZ8218SW,OR97,38272.52847,38279.49514,38276.01181,10.9937984,-71.76743227,0.972330191,-10.34515383,0.330844374,1607.3,-0.42,-0.42,-0.42,-0.42,0.362,-1.576,-1.909,-1.041,-0.578,-2.04,-1.576,-1.398
NZ8499SW,OR97,38279.49583,38286.51528,38283.00556,14.02077167,-73.90595047,0.995937247,-10.99084027,0.337183926,1745.2,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-0.97,-1.111666667,-2.04,-1.123,-0.018,-1.060333333
NZ8717SW,OR97,38286.51597,38293.51736,38290.01667,9.948679067,-38.2681604,0.919774429,-6.027104933,0.32100623,1426.4,-0.42,-1.06,-0.42,-0.633333333,-0.789,0.29,-0.341,-0.28,-1.123,1.097,1.403,0.459
NZ8978SW,OR97,38293.51806,38300.50625,38297.01215,10.44394167,-124.9609423,1.330847099,-16.9256105,0.325412046,1119.2,-1.06,-1.06,-1.06,-1.06,0.29,-0.084,-0.159,0.015666667,1.097,1.149,1.213,1.153
NZ9317SW,OR97,38300.50694,38307.51736,38304.01215,8.6928628,-61.19605933,4.48235,-8.736115267,3.083348,611.2,-1.06,-1.06,-1.06,-1.06,-0.084,0.423,0.346,0.228333333,1.149,1.66,1.044,1.284333333
TA0065SW,OR97,38307.51806,38314.50347,38311.01076,12.95432713,-46.61162887,1.148512516,-7.4457445,0.315878141,333,-1.06,-1.06,-1.06,-1.06,0.423,0.275,0.585,0.427666667,1.66,-0.625,-0.58,0.151666667
NZ9813SW,OR97,38314.50417,38321.48611,38317.99514,11.7879846,-45.87531753,1.174618662,-7.207912767,0.179223324,1003.6,-1.06,-1.06,-1.06,-1.06,0.275,-0.38,0.097,-0.002666667,-0.625,0.451,-0.617,-0.263666667
TA0085SW,OR97,38321.48681,38328.49028,38324.98854,13.60278253,-71.05041293,0.90742052,-10.58164943,0.327987805,1687.8,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,0.025,-0.081666667,0.451,0.722,1.464,0.879
TA0846SW,OR97,38328.49097,38335.50764,38331.99931,7.501665733,-56.09139613,1.10512488,-7.949132733,0.395377035,3894.2,-0.94,-0.94,-0.94,-0.94,0.11,1.282,1.176,0.856,0.722,0.309,-0.366,0.221666667
TA0803SW,OR97,38342.49514,38349.52431,38346.00972,8.802909333,-67.24024293,1.254758144,-9.505394033,0.357242215,410,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.634,-0.623333333,0.84,2.69,0.737,1.422333333
TA1164SW,OR97,38349.65,38356.63333,38353.14167,16.29566813,-85.259614,0.816101097,-12.69441027,0.320153088,660.6,-0.94,0.2,0.2,-0.18,-1.055,-0.76,-0.852,-0.889,2.69,4.45,3.09,3.41
TA1658SW,OR97,38363.67708,38370.61042,38367.14375,9.411944933,-47.17977827,0.905177883,-7.0739654,0.224753198,1351.7,0.2,0.2,0.2,0.2,-0.615,0.355,0.118,-0.047333333,1.723,0.69,-0.952,0.487
TA2288SW,OR97,38377.64028,38384.71111,38381.17569,10.5024674,-71.6307806,1.041111906,-10.266656,0.293824778,1254.3,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.247,0.501666667,-3.819,-1.209,-1.939,-2.322333333
TA2534SW,OR97,38384.71181,38391.70833,38388.21007,11.24552913,-44.67278287,0.857052507,-6.989789,0.187034756,306.9,-2.99,-2.99,-2.99,-2.99,0.16,-0.01,0.046,0.065333333,-1.209,1.047,-0.855,-0.339
TA2804SW,OR97,38391.70903,38398.62986,38395.16944,12.84197093,-37.20002667,0.808329759,-6.2552497,0.353165683,188.9,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.491,0.382,1.047,-1.463,-0.11,-0.175333333
TA3187SW,OR97,38405.60972,38412.63333,38409.12153,12.3214663,-70.21672052,0.951767303,-10.31727335,0.408653888,134.5,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.512,0.524666667,-2.517,-2.726,-4.337,-3.193333333
TA4186SW,OR97,38426.64444,38433.65,38430.14722,8.982903,-61.25875833,1.219449466,-8.780207667,0.438457524,1451.5,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.092,0.059666667,-1.433,-0.727,-2.6,-1.586666667
TA4539SW,OR97,38433.65069,38440.64028,38437.14549,9.996216067,-75.7071802,1.151751275,-10.71292453,0.30592973,4441.7,-0.26,-0.26,-0.26,-0.26,0.537,0.563,0.09,0.396666667,-0.727,-0.32,-1.009,-0.685333333
TA4686SW,OR97,38440.64097,38447.59722,38444.1191,5.826557067,-50.03563733,1.144381929,-6.9827743,0.251348364,498.3,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.767,0.945333333,-0.32,0.55,1.227,0.485666667
TA4943SW,OR97,38447.59792,38454.65069,38451.12431,9.006491133,-65.18210807,1.013929978,-9.2735749,0.285797131,1566.3,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.49,0.945,0.55,0.44,1.18,0.723333333
TA5164SW,OR97,38454.65139,38461.61319,38458.13229,9.555028867,-44.5621754,1.264906716,-6.764650533,0.324813793,1458,-1.22,-1.22,-1.22,-1.22,0.839,0.145,0.106,0.363333333,0.44,0.019,0.679,0.379333333
TA5457SW,OR97,38461.61389,38468.58889,38465.10139,8.492786333,-33.61525153,0.993281934,-5.263504733,0.269313943,763.6,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.412,1.111333333,0.019,-1.836,0.74,-0.359
TA5691SW,OR97,38468.58958,38475.60278,38472.09618,7.8346592,-38.24436693,1.069082317,-5.759878267,0.330705307,307.7,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667
TA5998SW,OR97,38475.60347,38482.56944,38479.08646,8.5484194,-95.60430593,0.949069544,-13.01909067,0.217791184,2894.7,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.98,0.761333333,-0.094,-1.603,-0.77,-0.822333333
TA6259SW,OR97,38482.57014,38489.54861,38486.05937,3.3647046,-30.26423113,1.172658944,-4.203616967,0.225324211,666.4,-1.46,-1.46,-1.46,-1.46,1.288,0.371,1.116,0.925,-1.603,-0.803,-1.31,-1.238666667
TA6821SW,OR97,38489.54931,38496.61389,38493.0816,7.6823538,-45.90039713,1.340544292,-6.697843867,1.130774513,2651,-1.46,-1.46,-1.46,-1.46,0.371,0.328,0.447,0.382,-0.803,-0.871,-0.81,-0.828
TA7016SW,OR97,38503.5875,38510.59375,38507.09062,9.030676467,-67.00713127,1.390807679,-9.504725967,0.308032466,1803.4,-1.46,0.11,0.11,-0.413333333,0.589,0.574,-0.179,0.328,-0.393,-0.607,-0.566,-0.522
TA7182SW,OR97,38510.59444,38517.57639,38514.08542,11.19499633,-55.43643273,0.889764576,-8.328928633,0.349104569,602.6,0.11,0.11,0.11,0.11,0.574,-0.407,-0.041,0.042,-0.607,-2.358,-0.875,-1.28
TA7581SW,OR97,38517.57708,38524.58125,38521.07917,-5.339315467,-89.80545227,1.612357901,-10.5582671,0.28403873,601.5,0.11,0.11,0.11,0.11,-0.407,-0.076,0.683,0.066666667,-2.358,-0.013,-1.009,-1.126666667
TA7866SW,OR97,38524.58194,38531.58889,38528.08542,5.301093067,-45.28337467,1.00220457,-6.323058467,0.32289472,165.1,0.11,0.11,0.11,0.11,-0.076,0.319,0.003,0.082,-0.013,1.471,0.783,0.747
TB0129SW,OR97,38587.60625,38594.58264,38591.09444,7.297731667,-40.1655286,0.700092851,-5.932907533,0.211634118,306.8,-0.97,-0.97,-0.97,-0.97,-0.512,-0.733,-0.634,-0.626333333,1.362,0.969,1.291,1.207333333
TB0641SW,OR97,38601.5875,38608.57986,38605.08368,4.202681267,-38.50127207,1.338078473,-5.337994167,0.335861579,208.8,0.34,0.34,0.34,0.34,-0.75,1.88,1.271,0.800333333,1.402,0.809,0.426,0.879
TB0937SW,OR97,38608.58056,38615.60694,38612.09375,7.198696133,-52.83490653,1.104474988,-7.504200333,0.237225631,402.3,0.34,0.34,0.34,0.34,1.88,1.47,1.777,1.709,0.809,1.097,1.634,1.18
TB1561SW,OR97,38622.61042,38629.59236,38626.10139,14.1775256,-47.1521264,1.233931522,-7.6662065,0.298918049,2485.5,0.34,1.12,1.12,0.86,1.487,0.643,0.443,0.857666667,0.537,-0.138,1.305,0.568
TB1802SW,OR97,38629.59306,38636.59653,38633.09479,9.1222532,-22.64678493,1.122316355,-3.971129767,0.390911755,260.4,1.12,1.12,1.12,1.12,0.643,1.39,0.712,0.915,-0.138,0.206,0.729,0.265666667
TB2144SW,OR97,38636.59722,38643.66736,38640.13229,10.35566427,-52.29408747,1.080617416,-7.831218967,0.302049665,346,1.12,1.12,1.12,1.12,1.39,-0.272,-0.511,0.202333333,0.206,-1.894,-1.379,-1.022333333
TB2403SW,OR97,38643.66806,38650.59028,38647.12917,10.4954034,-28.6597798,1.520319374,-4.8943979,0.295108455,556.5,1.12,1.12,1.12,1.12,-0.272,1.068,1.104,0.633333333,-1.894,0.445,-0.661,-0.703333333
TB2652SW,OR97,38650.59097,38657.60625,38654.09861,12.39437693,-35.73962227,0.978076684,-6.0167499,0.406007389,3899.8,1.12,-0.42,1.12,0.606666667,1.068,-0.697,0.4,0.257,0.445,1.709,1.825,1.326333333
TB2869SW,OR97,38657.60694,38664.63681,38661.12187,15.26469587,-58.80899587,1.129022143,-9.259211467,0.381358099,2927.2,-0.42,-0.42,-0.42,-0.42,-0.697,-0.64,-1.293,-0.876666667,1.709,-0.061,1.837,1.161666667
TB3138SW,OR97,38664,38671,38667.5,14.49639603,-58.65803597,1.590304373,-9.144304,0.544646674,1685.9,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.631,-0.615,-0.061,0.276,1.04,0.418333333
TB3138SW,OR97,38664.6375,38671.63472,38668.13611,14.49639603,-58.65803597,1.590304373,-9.144304,0.544646674,1685.9,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.818,-0.677333333,-0.061,0.276,0.208,0.141
TB3594SW,OR97,38678.65833,38685.63542,38682.14688,16.809824,-65.78305387,1.296167042,-10.32410973,0.337629975,3087.8,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.144,0.012,-0.924,-0.924,-0.898,-0.915333333
TB4199SW,OR97,38685.63611,38692.64583,38689.14097,22.75534667,-63.37026773,1.034278009,-10.7657018,0.300116644,2551.2,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.453,-0.349,-0.924,-3.454,-2.679,-2.352333333
TB4367SW,OR97,38699.64306,38706.65972,38703.15139,12.76595913,-82.49346273,0.898526015,-11.90742773,0.343553489,2312.9,0.01,0.01,0.01,0.01,0.584,1.161,1.051,0.932,-1.643,-1.706,-2.345,-1.898
TB4731SW,OR97,38706.66042,38713.65972,38710.16007,10.6043454,-76.05572233,4.48235,-10.83250847,3.083348,5913.5,0.01,0.01,0.01,0.01,1.161,1.274,1.275,1.236666667,-1.706,-2.899,-2.75,-2.451666667
TB5020SW,OR97,38713,38720,38716.5,10.60703247,-85.38726273,1.396881527,-11.9992869,0.280907458,9835.8,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333
TB5099SW,OR97,38720,38727,38723.5,12.8808448,-61.43335093,0.915593796,-9.289274467,0.184485772,5052.2,1.29,1.29,1.29,1.29,0.039,0.147,0.692,0.292666667,-0.824,2.884,-1.644,0.138666667
TB5474SW,OR97,38727,38734,38730.5,12.15650787,-76.29397853,1.057304592,-11.0563108,0.346641025,6844.6,1.29,1.29,1.29,1.29,0.147,0.113,0.105,0.121666667,2.884,-0.566,1.473,1.263666667
TB5794SW,OR97,38734,38741,38737.5,14.94543587,-66.06278787,1.121825744,-10.12602797,0.258833924,2522.9,1.29,1.29,1.29,1.29,0.113,0.448,-0.166,0.131666667,-0.566,-0.572,-0.056,-0.398
TB6045SW,OR97,38741,38748,38744.5,11.93255173,-69.27876427,1.276464649,-10.1514145,0.639326208,4621.1,1.29,1.29,1.29,1.29,0.448,0.707,0.201,0.452,-0.572,-1.068,-1.144,-0.928
TB6340SW,OR97,38748,38755,38751.5,9.5666744,-59.28808053,0.900294396,-8.606844367,0.2955368,2662.1,1.29,-0.12,-0.12,0.35,0.707,1.227,1.154,1.029333333,-1.068,-0.542,-2.729,-1.446333333
TB7147SW,OR97,38769,38776,38772.5,5.666646533,-128.8029441,0.82370383,-16.80869883,0.268220059,1870.2,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075
TB7339SW,OR97,38776,38783,38779.5,7.887942467,-70.8648882,0.992597099,-9.844103833,0.411224999,841.8,-0.12,1.32,1.32,0.84,-1.721,0.124,-0.693,-0.763333333,-2.029,1.054,-1.667,-0.880666667
TB7670SW,OR97,38783,38790,38786.5,15.26838487,-79.13858393,0.576301137,-11.8008711,0.370538797,2029.3,1.32,1.32,1.32,1.32,0.124,-0.677,-0.857,-0.47,1.054,-2.013,0.111,-0.282666667
TB7947SW,OR97,38790,38797,38793.5,12.00612307,-61.80568653,0.99547677,-9.2264762,0.237455259,960.4,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667
TB8204SW,OR97,38797,38804,38800.5,9.120163,-87.9884674,1.097316727,-12.1385788,0.321552484,1194.9,1.32,1.32,1.32,1.32,-0.107,-0.142,0.374,0.041666667,-3.822,-0.913,-2.801,-2.512
TB8480SW,OR97,38804,38811,38807.5,8.513648933,-82.32851613,1.165665475,-11.35527063,0.240316458,1145.6,1.32,1.17,1.32,1.27,-0.142,0.05,0.216,0.041333333,-0.913,-1.635,-1.202,-1.25
TB8808SW,OR97,38811,38818,38814.5,7.4351188,-58.22894973,0.890099433,-8.208008567,0.253720318,892.8,1.17,1.17,1.17,1.17,0.05,-0.087,0.699,0.220666667,-1.635,1.338,-2.378,-0.891666667
TB9035SW,OR97,38818,38825,38821.5,14.47996327,-66.48817647,1.128975199,-10.12101747,0.414809595,2278.9,1.17,1.17,1.17,1.17,-0.087,0.319,-0.529,-0.099,1.338,0.319,2.121,1.259333333
TB9812SW,OR97,38839,38846,38842.5,9.343562,-27.61769027,1.401198772,-4.620156533,0.309548058,453.9,-0.96,-0.96,-0.96,-0.96,0.358,-0.655,-0.272,-0.189666667,-0.051,-0.909,-0.599,-0.519666667
TC0320SW,OR97,38853,38860,38856.5,9.829782133,-45.50330347,0.782734949,-6.9166357,0.250129966,1619.8,-0.96,-0.96,-0.96,-0.96,0.314,-0.877,-0.063,-0.208666667,0.103,0.662,0.354,0.373
TC0519SW,OR97,38860,38867,38863.5,7.927729933,-61.1995962,1.102098453,-8.640915767,0.412788081,1734.4,-0.96,-0.96,-0.96,-0.96,-0.877,-1.9,-1.73,-1.502333333,0.662,0.14,1.769,0.857
TC0854SW,OR97,38867,38874,38870.5,3.550158933,-61.62755707,1.229561304,-8.1472145,0.301743268,1092.7,-0.96,-0.98,-0.98,-0.973333333,-1.9,-0.402,-0.402,-0.901333333,0.14,0.544,0.603,0.429
TC1138SW,OR97,38874,38881,38877.5,-0.071114733,-38.37651713,1.399101497,-4.7881753,0.346914975,125.7,-0.98,-0.98,-0.98,-0.98,-0.402,-0.1,1.203,0.233666667,0.544,1.522,-0.289,0.592333333
TC4875SW,OR97,38972,38979,38975.5,7.4612328,-56.58076987,1.153879543,-8.005250333,0.210230826,853.4,-0.6,-0.6,-0.6,-0.6,0.434,0.872,0.282,0.529333333,1.77,1.77,0.483,1.341
TC5955SW,OR97,39000,39007,39003.5,10.91405527,-51.57803273,1.192132962,-7.811511,0.337788395,1092.8,-1.52,-1.52,-1.52,-1.52,0.48,-0.565,-0.121,-0.068666667,-1.523,-3.192,-0.713,-1.809333333
TC6235SW,OR97,39007,39014,39010.5,9.287662733,-32.56383753,1.365571309,-5.231437533,0.343097654,285.4,-1.52,-1.52,-1.52,-1.52,-0.565,-0.031,-0.124,-0.24,-3.192,-0.602,-2.179,-1.991
TC6649SW,OR97,39021,39028,39024.5,11.5559554,-52.84680327,1.212308129,-8.050344833,0.273543415,12680.2,-1.52,0.05,0.05,-0.473333333,1.101,-0.062,-1.399,-0.12,-1.54,1.857,-0.636,-0.106333333
TC7120SW,OR97,39028,39035,39031.5,16.3395598,-85.3145962,1.143038057,-12.7067695,0.266887617,3260.3,0.05,0.05,0.05,0.05,-0.062,-1.345,-0.351,-0.586,1.857,0.062,1.93,1.283
TC7238SW,OR97,39035,39042,39038.5,13.38219473,-49.72985913,1.137689325,-7.889006733,0.314993651,2777.1,0.05,0.05,0.05,0.05,-1.345,-0.556,-0.67,-0.857,0.062,0.487,-0.422,0.042333333
TC7474SW,OR97,39042,39049,39045.5,23.06113687,-44.50558553,1.210004959,-8.4458403,0.320619712,5468.4,0.05,0.05,0.05,0.05,-0.556,-0.59,-0.979,-0.708333333,0.487,0.684,-0.939,0.077333333
TC7755SW,OR97,39049,39056,39052.5,22.22708173,-23.47248253,1.293462408,-5.712445533,0.356379012,371,0.05,-0.39,-0.39,-0.243333333,-0.59,1.058,0.11,0.192666667,0.684,1.284,1.899,1.289
TC8147SW,OR97,39056,39063,39059.5,11.63048727,-46.29202473,1.770508119,-7.240314,0.234047004,2222.6,-0.39,-0.39,-0.39,-0.39,1.058,0.887,1.633,1.192666667,1.284,3.538,1.342,2.054666667
TC8274SW,OR97,39063,39070,39066.5,14.37192507,-48.68133893,1.223400589,-7.881658,0.304304124,5351.1,-0.39,-0.39,-0.39,-0.39,0.887,1.411,0.546,0.948,3.538,2.056,3.159,2.917666667
TC8500SW,OR97,39070,39077,39073.5,10.84321293,-107.7103575,1.593352754,-14.8191963,0.323723648,5096.4,-0.39,-0.39,-0.39,-0.39,1.411,0.964,1.36,1.245,2.056,1.228,2.157,1.813666667
TC9074SW,OR97,39084.63403,39091.625,39088.12951,15.8641937,-56.20186497,4.48235,-9.008257333,3.083348,4217,-0.83,-0.83,-0.83,-0.83,0.756,0.01,-0.439,0.109,3.59,2.605,3.975,3.39
TC9530SW,OR97,39091.62569,39099.6625,39095.6441,24.55013993,-61.06074753,0.952924971,-10.70136093,0.207923063,1126,-0.83,-0.83,-0.83,-0.83,0.01,0.251,-0.114,0.049,2.605,1.744,2.762,2.370333333
TD0425SW,OR97,39119.60903,39126.61736,39123.11319,12.94229463,-84.6107379,1.088586698,-12.19412907,0.213187711,1771.8,-0.38,-0.38,-0.38,-0.38,0.705,0.711,0.372,0.596,-1.68,-1.907,-1.629,-1.738666667
TD0584SW,OR97,39126.61806,39133.63056,39130.12431,14.9461079,-41.9105897,0.929017223,-7.1070872,0.218862971,3213.8,-0.38,-0.38,-0.38,-0.38,0.711,-0.92,0.639,0.143333333,-1.907,-1.447,-1.203,-1.519
TD1018SW,OR97,39133.63125,39140.59722,39137.11424,20.1309396,-71.69975907,1.236029935,-11.47883733,0.290037929,2561,-0.38,-0.38,-0.38,-0.38,-0.92,-1.026,-1.242,-1.062666667,-1.447,0.298,-1.233,-0.794
TD1272SW,OR97,39140.59792,39147.62153,39144.10972,23.2462179,-51.51697463,0.794009446,-9.345399067,0.180479916,1446.7,-0.38,-0.3,-0.3,-0.326666667,-1.026,-0.106,-0.547,-0.559666667,0.298,0.221,0.597,0.372
TD1436SW,OR97,39147.62222,39154.57153,39151.09688,10.35033163,-81.0635617,1.37378237,-11.42673667,0.215381058,1112.1,-0.3,-0.3,-0.3,-0.3,-0.106,-0.308,0.376,-0.012666667,0.221,1.992,1.649,1.287333333
TD1776SW,OR97,39154.57222,39161.60764,39158.08993,10.68145567,-79.0275694,1.314913305,-11.21362813,0.257311096,568.2,-0.3,-0.3,-0.3,-0.3,-0.308,-0.165,0.292,-0.060333333,1.992,1.297,2.353,1.880666667
TD1955SW,OR97,39161.60833,39168.58611,39165.09722,11.98419547,-67.95813947,0.916046942,-9.992791867,0.277838082,697.4,-0.3,-0.3,-0.3,-0.3,-0.165,0.422,1.05,0.435666667,1.297,1.322,1.084,1.234333333
TD2610SW,OR97,39175.575,39182.60833,39179.09167,10.8628794,-39.92997287,1.26168657,-6.349106533,0.200127459,803,-0.35,-0.35,-0.35,-0.35,0.126,0.89,1.732,0.916,-0.836,2.63,-1.166,0.209333333
TD2828SW,OR97,39182.60903,39189.59653,39186.10278,14.055978,-51.03464173,1.315799757,-8.136327467,0.286134584,939,-0.35,-0.35,-0.35,-0.35,0.89,1.247,0.629,0.922,2.63,1.342,0.871,1.614333333
TD3077SW,OR97,39189.59722,39196.57222,39193.08472,9.0024389,-86.4154747,1.353434151,-11.9272392,0.262884005,667.5,-0.35,-0.35,-0.35,-0.35,1.247,0.539,0.81,0.865333333,1.342,1.246,-0.34,0.749333333
TD3646SW,OR97,39203.66389,39210.60208,39207.13299,13.7450125,-59.24877417,0.890072469,-9.124223333,0.225729927,2043.7,-0.3,-0.3,-0.3,-0.3,0.102,-1.033,-0.212,-0.381,-0.369,2.073,0.322,0.675333333
TD4099SW,OR97,39217.59514,39224.53958,39221.06736,9.260343167,-43.99031603,1.149584273,-6.6563324,0.262001908,435.5,-0.3,-0.3,-0.3,-0.3,-0.24,0.496,1.034,0.43,1.584,0.679,1.994,1.419
TD5005SW,OR97,39238.59236,39245.65278,39242.12257,8.874130867,-57.77345847,0.957607957,-8.330948667,0.297793553,572.8,0.14,0.14,0.14,0.14,1.381,-0.129,-0.039,0.404333333,-1.31,-0.843,-1.342,-1.165
TD5716SW,OR97,39259.58472,39266.59444,39263.08958,5.634019433,-32.0845907,1.232445942,-4.714826267,0.303619828,215.5,0.14,-0.44,0.14,-0.053333333,0.77,1.654,1.578,1.334,-0.871,-0.788,-0.616,-0.758333333
TD6484SW,OR97,39280.58889,39287.58542,39284.08715,7.7648711,-52.39668943,0.847620788,-7.520195067,0.228956328,508,-0.44,-0.44,-0.44,-0.44,1.275,1.326,1.104,1.235,-0.769,0.13,-0.336,-0.325
TD7763SW,OR97,39308.59722,39315.58264,39312.08993,12.70151433,-73.36920353,1.046030592,-10.75883973,0.29021716,1249.6,0.01,0.01,0.01,0.01,1.002,1.338,1.613,1.317666667,-0.236,-0.526,0.199,-0.187666667
TD8091SW,OR97,39322.58403,39329.56597,39326.075,13.19986237,-36.5926571,0.874567893,-6.224064933,0.120519708,620.1,0.01,0.12,0.12,0.083333333,1.288,0.524,0.726,0.846,-0.131,0.377,0.694,0.313333333
TD9185SW,OR97,39350.59722,39357.58958,39354.0934,16.7891852,-73.7964756,1.059387087,-11.3232076,0.152479507,3417.6,0.12,0.44,0.12,0.226666667,1.872,-0.245,1.863,1.163333333,0.12,2.027,-1.226,0.307
TD9477SW,OR97,39357.59028,39364.50903,39361.04965,14.79281797,-38.59498363,0.796213539,-6.6734752,0.279867826,876.1,0.44,0.44,0.44,0.44,-0.245,-0.27,-0.774,-0.429666667,2.027,-1.925,-0.167,-0.021666667
TD9863SW,OR97,39364.50972,39371.55139,39368.03056,16.68684377,-63.62658237,0.695226582,-10.03917827,0.234631626,888.5,0.44,0.44,0.44,0.44,-0.27,1.339,1.241,0.77,-1.925,0.429,-0.26,-0.585333333
TE0087SW,OR97,39371.55208,39378.55,39375.05104,18.28216607,-44.22157153,0.67879452,-7.8129672,0.285394464,3512.8,0.44,0.44,0.44,0.44,1.339,0.956,0.463,0.919333333,0.429,0.473,0.033,0.311666667
TE0879SW,OR97,39392.64722,39399.63264,39396.13993,10.66557087,-40.89904353,1.216174741,-6.4455768,0.230688101,1014.7,0.82,0.82,0.82,0.82,0.768,0.268,1.107,0.714333333,-0.112,-1.759,-1.096,-0.989
TE1172SW,OR97,39399.63333,39406.64028,39403.13681,17.8203834,-85.67010833,0.816347965,-12.93631147,0.234934033,4445.8,0.82,0.82,0.82,0.82,0.268,0.345,0.43,0.347666667,-1.759,-0.733,-0.796,-1.096
TE1433SW,OR97,39406.64097,39413.63819,39410.13958,15.76788677,-57.70455377,1.098891259,-9.184055067,0.260630006,661.8,0.82,0.82,0.82,0.82,0.345,-0.192,0.744,0.299,-0.733,-0.215,0.161,-0.262333333
TE1674SW,OR97,39413.63889,39420.62778,39417.13333,18.7533766,-62.3129882,1.163022786,-10.1332956,0.193002591,4401.1,0.82,1.49,1.49,1.266666667,-0.192,1.136,-0.194,0.25,-0.215,0.015,-1.348,-0.516
TE1965SW,OR97,39420.62847,39427.62986,39424.12917,19.48101777,-31.02679343,1.459611935,-6.3134764,0.26382949,571.6,1.49,1.49,1.49,1.49,1.136,-0.067,-0.197,0.290666667,0.015,0.342,1.827,0.728
TE2251SW,OR97,39427.63056,39434.64444,39431.1375,18.16579937,-78.71765557,1.042562708,-12.11043187,0.3079448,1642.7,1.49,1.49,1.49,1.49,-0.067,0.203,-0.492,-0.118666667,0.342,-0.966,0.898,0.091333333
TE2742SW,OR97,39434,39442.69097,39438.34549,18.92780843,-56.77386837,0.93577882,-9.4627096,0.192031247,4717.9,1.49,1.49,1.49,1.49,0.203,0.142,0.833,0.392666667,-0.966,2.249,0.579,0.620666667
TE2738SW,OR97,39442,39441,39441.5,12.325999,-48.547909,1.099774977,-7.6092385,0.287843708,2363.3,1.49,1.49,1.49,1.49,0.142,0.196,0.196,0.178,2.249,2.775,2.775,2.599666667
TE3154SW,OR97,39449,39455,39452,11.3857114,-96.5606486,1.086004604,-13.493295,0.185391478,5231.9,1.54,1.54,1.54,1.54,0.456,-0.629,-0.739,-0.304,-2.468,-0.78,-0.333,-1.193666667
