date,pna,ao,soi,dxs,unc,unc.1,amount [mL],dO,dD
2009-11-24,0.977,0.38299999999999995,-7.39,9.188556739,0.7811537120000001,831.635,0.304089451,-38.62249009,-5.976380852999999
2009-11-25,1.083,0.654,-4.29,9.171429506,0.781022714,830.3105357000001,0.304345594,-38.59924573,-5.971334405
2009-11-26,1.011,1.232,-7.39,9.154302273999999,0.780891716,828.9860714,0.304601738,-38.57600138,-5.9662879570000005
2009-11-27,0.8690000000000001,1.075,-4.09,9.137175042,0.780760718,827.6616071000001,0.30485788199999997,-38.55275703,-5.961241508
2009-11-28,0.753,0.055,3.89,9.120047808999999,0.78062972,826.3371429,0.30511402600000004,-38.52951267,-5.95619506
2009-11-29,0.6940000000000001,-0.62,8.71,9.102920577,0.780498722,825.0126786000001,0.30537016899999997,-38.50626832,-5.951148612000001
2009-11-30,0.6859999999999999,-0.597,-1.65,9.085793345,0.7803677240000001,823.6882142999999,0.305626313,-38.48302396,-5.946102163
2009-12-01,1.137,-0.22699999999999998,-2.91,9.068666112999999,0.7802367259999999,822.36375,0.305882457,-38.45977961,-5.941055715
2009-12-02,1.3319999999999999,-0.32899999999999996,-11.92,9.05153888,0.780105728,821.0392857,0.306138601,-38.43653525,-5.936009267
2009-12-03,0.9690000000000001,-0.4,-14.77,9.034411647999999,0.77997473,819.7148214,0.306394744,-38.4132909,-5.930962817999999
2009-12-04,0.608,-0.8420000000000001,-8.86,9.017284416,0.779843732,818.3903571000001,0.306650888,-38.39004654,-5.92591637
2009-12-05,0.722,-1.6469999999999998,-4.74,9.000157183999999,0.7797127340000001,817.0658929,0.30690703199999997,-38.36680219,-5.9208699220000005
2009-12-06,0.518,-1.432,-7.74,8.983029951,0.7795817359999999,815.7414286000001,0.30716317600000004,-38.34355784,-5.915823473
2009-12-07,-0.023,-1.005,-7.54,8.965902718999999,0.779450738,814.4169642999999,0.30741931899999997,-38.32031348,-5.910777025
2009-12-08,-0.28600000000000003,-0.833,-3.21,8.948775487,0.77931974,813.0925,0.307675463,-38.29706913,-5.905730577000001
2009-12-09,-0.433,-1.24,6.1,8.931648254,0.7791887409999999,811.7680357,0.307931607,-38.27382477,-5.900684127999999
